Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2010-09-09 00:00:00-04:00,79.12393361101458,79.12393361101458,78.07409363048389,78.21304321289062,26500,0.0,0.0,0.0
2010-09-10 00:00:00-04:00,78.4909223503876,78.62987189734073,78.19758703545968,78.568115234375,8600,0.0,0.0,0.0
2010-09-13 00:00:00-04:00,79.47902048027242,79.61797005358957,79.1239284350043,79.55621337890625,33750,0.0,0.0,0.0
2010-09-14 00:00:00-04:00,79.3863874232591,79.88043494345169,79.0312953692463,79.54077911376953,59400,0.0,0.0,0.0
2010-09-15 00:00:00-04:00,79.21656562534184,79.80323638264383,79.04673771001308,79.74148559570312,9250,0.0,0.0,0.0
2010-09-16 00:00:00-04:00,79.52530895518046,79.75689346455681,79.2782882269171,79.71057891845703,59550,0.0,0.0,0.0
2010-09-17 00:00:00-04:00,80.18919494951182,80.18919494951182,79.52532549992044,79.78778839111328,49350,0.0,0.0,0.0
2010-09-20 00:00:00-04:00,80.08114551728349,81.08467102050781,79.86500301245155,81.08467102050781,19000,0.0,0.0,0.0
2010-09-21 00:00:00-04:00,81.06922520493693,81.39344483682966,80.49799062688797,80.837646484375,19250,0.0,0.0,0.0
2010-09-22 00:00:00-04:00,80.71412131368912,81.08465545759826,80.250958050883,80.40534973144531,18100,0.0,0.0,0.0
2010-09-23 00:00:00-04:00,79.75692182007809,80.5442988308996,79.60253601856512,79.74148559570312,33350,0.0,0.0,0.0
2010-09-24 00:00:00-04:00,80.67128921768993,81.41637640234599,80.60919713861196,81.36980438232422,24100,0.558,0.0,0.0
2010-09-27 00:00:00-04:00,81.4784505727206,81.4784505727206,80.98171997070312,80.98171997070312,15000,0.0,0.0,0.0
2010-09-28 00:00:00-04:00,80.96620777450148,81.5094985961914,80.2676867741674,81.5094985961914,49850,0.0,0.0,0.0
2010-09-29 00:00:00-04:00,81.16801672372873,81.43189918650106,80.88860827995406,81.12144470214844,15900,0.0,0.0,0.0
2010-09-30 00:00:00-04:00,81.64921778244678,82.02176435814545,80.68681418391343,80.99726867675781,44750,0.0,0.0,0.0
2010-10-01 00:00:00-04:00,81.55608845394046,81.61818053898308,80.84204724023168,81.27667999267578,17100,0.0,0.0,0.0
2010-10-04 00:00:00-04:00,81.69579515326463,81.69579515326463,80.32979884818474,80.59368133544922,88700,0.0,0.0,0.0
2010-10-05 00:00:00-04:00,81.50952219445304,82.42535978861218,81.35429789229491,82.36327362060547,19850,0.0,0.0,0.0
2010-10-06 00:00:00-04:00,82.36324545250035,82.48742366747258,81.97517890839562,82.22354125976562,276900,0.0,0.0,0.0
2010-10-07 00:00:00-04:00,82.65819911697034,82.65819911697034,81.74236155656371,82.17699432373047,49900,0.0,0.0,0.0
2010-10-08 00:00:00-04:00,82.28562379267836,82.84444053907487,82.0062213409054,82.7978744506836,61550,0.0,0.0,0.0
2010-10-11 00:00:00-04:00,82.82892283159767,82.9220550110205,82.48742238324608,82.65817260742188,14200,0.0,0.0,0.0
2010-10-12 00:00:00-04:00,82.56504621686668,83.23252123071782,82.06832145140902,83.13938903808594,42050,0.0,0.0,0.0
2010-10-13 00:00:00-04:00,83.49640419709198,84.0396950237546,83.23251585169449,83.6361083984375,74450,0.0,0.0,0.0
2010-10-14 00:00:00-04:00,83.58953549734534,83.6826736043967,82.8910204194505,83.32565307617188,19100,0.0,0.0,0.0
2010-10-15 00:00:00-04:00,83.85341193239204,83.88445796366715,82.82891658601316,83.48086547851562,54950,0.0,0.0,0.0
2010-10-18 00:00:00-04:00,83.52746980783989,84.1638988916892,83.38776557375456,84.0862808227539,22850,0.0,0.0,0.0
2010-10-19 00:00:00-04:00,83.15489119096159,83.57400373183803,82.28562007787434,82.75130462646484,38550,0.0,0.0,0.0
2010-10-20 00:00:00-04:00,82.99967946373589,83.94656283714153,82.99967946373589,83.6361083984375,22800,0.0,0.0,0.0
2010-10-21 00:00:00-04:00,84.02417276230318,84.41223932014682,83.2790856818145,83.76028442382812,29400,0.0,0.0,0.0
2010-10-22 00:00:00-04:00,83.94656948005253,83.9776095970959,83.77581922918212,83.96208953857422,24850,0.0,0.0,0.0
2010-10-25 00:00:00-04:00,84.61402819707533,84.81582446164808,84.17939555469614,84.21044158935547,29600,0.0,0.0,0.0
2010-10-26 00:00:00-04:00,83.76030000744898,84.25702482019052,83.72925396647427,84.19493865966797,15000,0.0,0.0,0.0
2010-10-27 00:00:00-04:00,83.62057585909082,83.99312234059192,83.21698926543793,83.9310302734375,17150,0.0,0.0,0.0
2010-10-28 00:00:00-04:00,84.41222316959188,84.4587892527674,83.6360902024018,83.99311065673828,19250,0.0,0.0,0.0
2010-10-29 00:00:00-04:00,83.89997614591732,84.14833846914973,83.82236403017436,84.05520629882812,13400,0.0,0.0,0.0
2010-11-01 00:00:00-04:00,84.53643173413886,84.92449835714326,83.63612024791053,84.10179901123047,51550,0.0,0.0,0.0
2010-11-02 00:00:00-04:00,84.7692720132561,84.92449629010906,84.48986357777949,84.75374603271484,26100,0.0,0.0,0.0
2010-11-03 00:00:00-04:00,84.92451016960905,85.11078643798828,84.07076466453405,85.11078643798828,31850,0.0,0.0,0.0
2010-11-04 00:00:00-04:00,86.07315064638944,86.77167152874378,85.94896652444874,86.70957946777344,49000,0.0,0.0,0.0
2010-11-05 00:00:00-04:00,86.84927494975281,87.1597293021001,86.67852475989058,87.05107116699219,48300,0.0,0.0,0.0
2010-11-08 00:00:00-05:00,86.83378566663524,86.98901586911295,86.53885716406775,86.94244384765625,43400,0.0,0.0,0.0
2010-11-09 00:00:00-05:00,87.06662444599556,87.15976256367003,85.99556273915846,86.25944519042969,35700,0.0,0.0,0.0
2010-11-10 00:00:00-05:00,86.27497015543018,86.61646474003133,85.62301518223443,86.58541870117188,28200,0.0,0.0,0.0
2010-11-11 00:00:00-05:00,85.9024511113079,86.36813000042909,85.70065475483166,86.30603790283203,24000,0.0,0.0,0.0
2010-11-12 00:00:00-05:00,85.6851135483438,86.04213413928949,84.8934543028942,85.23495483398438,39450,0.0,0.0,0.0
2010-11-15 00:00:00-05:00,85.60749203912695,85.77823636456249,85.09524129854167,85.15733337402344,202750,0.0,0.0,0.0
2010-11-16 00:00:00-05:00,84.61405843524071,84.61405843524071,83.41881824156007,83.7913589477539,32850,0.0,0.0,0.0
2010-11-17 00:00:00-05:00,83.86897465266408,84.17942920192293,83.6516582446113,83.85345458984375,42450,0.0,0.0,0.0
2010-11-18 00:00:00-05:00,84.66060506463046,85.31255406558516,84.66060506463046,85.0952377319336,26100,0.0,0.0,0.0
2010-11-19 00:00:00-05:00,84.98657316828758,85.3280736219935,84.629552658243,85.29702758789062,20250,0.0,0.0,0.0
2010-11-22 00:00:00-05:00,84.92446419398398,85.21939849853516,84.27251537188542,85.21939849853516,25350,0.0,0.0,0.0
2010-11-23 00:00:00-05:00,84.25700629585472,84.31909836415288,83.76028159232067,84.024169921875,142400,0.0,0.0,0.0
2010-11-24 00:00:00-05:00,84.55196947570572,85.20391865075032,84.55196947570572,85.11078643798828,30100,0.0,0.0,0.0
2010-11-26 00:00:00-05:00,84.56747792638961,84.9089784501032,84.45881974546742,84.62957000732422,32650,0.0,0.0,0.0
2010-11-29 00:00:00-05:00,84.10178230356972,84.72269114559772,83.55849150786439,84.55194091796875,46000,0.0,0.0,0.0
2010-11-30 00:00:00-05:00,83.7913392877038,84.48986034970719,83.68268111377287,83.96208953857422,91950,0.0,0.0,0.0
2010-12-01 00:00:00-05:00,85.31259895467124,85.94902823299027,85.28155290189603,85.85589599609375,33350,0.0,0.0,0.0
2010-12-02 00:00:00-05:00,85.94899222731915,87.00453389377334,85.94899222731915,86.9734878540039,60650,0.0,0.0,0.0
2010-12-03 00:00:00-05:00,86.66303862016655,87.2839416464106,86.64751263969016,87.19080352783203,184100,0.0,0.0,0.0
